state,lg,ward,state_code,lg_code,ward_code,pu_code,code,location,ward_des,lg_des
EDO,10,08,12,10,08,004,12/10/08/004,"UGUN,  EGUARE P/S",Amahor/Ugun,Igueben
EDO,10,08,12,10,08,005,12/10/08/005,"UGUN,  UGUN SEC. SCHOOL",Amahor/Ugun,Igueben
EDO,10,08,12,10,08,006,12/10/08/006,"IDUBELEGHA COMMUNITY HALL, AMAHOR",Amahor/Ugun,Igueben
EDO,10,08,12,10,08,007,12/10/08/007,AMAHOR SECONDARY SCHOOL,Amahor/Ugun,Igueben
EDO,10,08,12,10,08,008,12/10/08/008,OBODEKO COMMUNITY HALL,Amahor/Ugun,Igueben
EDO,10,08,12,10,08,009,12/10/08/009,IDUMATAH COMMUNITY HALL,Amahor/Ugun,Igueben
EDO,10,08,12,10,08,010,12/10/08/010,OPEN SPACE BY UGUN HEALTH CENTER,Amahor/Ugun,Igueben
EDO,10,08,12,10,08,011,12/10/08/011,"IJIEBOR PRI. SCH, UGUN",Amahor/Ugun,Igueben
EDO,10,08,12,10,08,000,12/10/08/000,12/10/08/000,Amahor/Ugun,Igueben
EDO,10,09,12,10,09,001,12/10/09/001,"EWOSSA, EGUARE P/S",Ewossa,Igueben
EDO,10,09,12,10,09,002,12/10/09/002,"EWOSSA,  UJIELU P/S",Ewossa,Igueben
EDO,10,09,12,10,09,003,12/10/09/003,"EWOSSA, IDINEGBON P/S",Ewossa,Igueben
EDO,10,09,12,10,09,004,12/10/09/004,OGBE PRIMARY SCHOOL I,Ewossa,Igueben
EDO,10,09,12,10,09,005,12/10/09/005,OGBE PRIMARY SCHOOL II,Ewossa,Igueben
EDO,10,09,12,10,09,006,12/10/09/006,IKEKIALA COMMUNITY HALL,Ewossa,Igueben
EDO,10,09,12,10,09,007,12/10/09/007,IDUMUOBOH COMMUNITY HALL,Ewossa,Igueben
EDO,10,09,12,10,09,000,12/10/09/000,12/10/09/000,Ewossa,Igueben
EDO,10,10,12,10,10,001,12/10/10/001,"EKPON, OLD L.A. SCHOOL I",Ekpon,Igueben
EDO,10,10,12,10,10,002,12/10/10/002,"EKPON, OLD L.A. SCHOOL II",Ekpon,Igueben
EDO,10,10,12,10,10,003,12/10/10/003,"EKPON, OLD L.A. SCHOOL III",Ekpon,Igueben
EDO,10,10,12,10,10,004,12/10/10/004,"EKPON, EKO PRY. SCHOOL",Ekpon,Igueben
EDO,10,10,12,10,10,005,12/10/10/005,"EKPON, CENTRAL PRIMARY SCHOOL",Ekpon,Igueben
EDO,10,10,12,10,10,006,12/10/10/006,"EKPON, IJEDUMA P/S",Ekpon,Igueben
EDO,10,10,12,10,10,007,12/10/10/007,"EKPON, IKPUDU COMM. HALL",Ekpon,Igueben
EDO,10,10,12,10,10,008,12/10/10/008,IDUMUJIE PRI. SCH.,Ekpon,Igueben
EDO,10,10,12,10,10,009,12/10/10/009,IYASE PRI. SCH I,Ekpon,Igueben
EDO,10,10,12,10,10,010,12/10/10/010,IYASE PRI. SCH II,Ekpon,Igueben
EDO,10,10,12,10,10,011,12/10/10/011,OGBE COMMUNITY HALL,Ekpon,Igueben
EDO,10,10,12,10,10,012,12/10/10/012,IJEDUMA COMMUNITY HALL,Ekpon,Igueben
EDO,10,10,12,10,10,000,12/10/10/000,12/10/10/000,Ekpon,Igueben
EDO,11,01,12,11,01,001,12/11/01/001,IKPOBA - ARMY CHILDREN SCHOOL I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,002,12/11/01/002,IKPOBA - ARMY CHILDREN SCHOOL II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,003,12/11/01/003,IKPOBA - ARMY CHILDREN SCHOOL III,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,004,12/11/01/004,IKPOBA - ARMY CHILDREN SCHOOL IV,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,005,12/11/01/005,IKPOBA - ARMY CHILDREN SCHOOL V,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,006,12/11/01/006,IKPOBA - ARMY CHILDREN SCHOOL VI,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,007,12/11/01/007,IKPOBA - ARMY CHILDREN SCHOOL VII,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,008,12/11/01/008,IKPOBA - ARMY CHILDREN SCHOOL VIII,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,009,12/11/01/009,IKPOBA - ARMY CHILDREN SCHOOL IX,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,010,12/11/01/010,IKPOBA - ARMY CHILDREN SCHOOL X,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,011,12/11/01/011,IKPOBA - ARMY CHILDREN SCHOOL XI,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,012,12/11/01/012,"PALACE ROAD, UTEH (ARMY CHILDREN PRY SCH XII)",Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,013,12/11/01/013,OPEN SPACE NEAR INEC OFFICE (SCH. FOR MENTALLY RETARDED I),Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,014,12/11/01/014,OPEN SPACE NEAR INEC OFFICE (SCH. FOR MENTALLY RETARDED II),Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,015,12/11/01/015,OPEN SPACE NEAR INEC OFFICE (SCH. FOR PHYSICALLY HANDICAP I),Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,016,12/11/01/016,OPEN SPACE NEAR INEC OFFICE (SCH. FOR PHYSICALLY HANDICAP II),Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,017,12/11/01/017,COURT OF APPEAL JUNCTION I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,018,12/11/01/018,COURT OF APPEAL JUNCTION II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,019,12/11/01/019,IKPOBA - PAT PRY/ NUR . SCHOOL I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,020,12/11/01/020,IKPOBA - PAT PRY/ NUR . SCHOOL II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,021,12/11/01/021,IKPOBA - IWOGBAN HALL I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,022,12/11/01/022,IKPOBA - IWOGBAN HALL II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,023,12/11/01/023,IKPOBA - TEBOGAN HALL I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,024,12/11/01/024,IKPOBA - TEBOGAN HALL II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,025,12/11/01/025,"UTEH,  UTEH SEC. SCHOOL",Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,026,12/11/01/026,"UTEH,  OMOREGIE HALL",Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,027,12/11/01/027,EKIUWA - EKIUWA TOWN HALL I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,028,12/11/01/028,EKIUWA - EKIUWA TOWN HALL II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,029,12/11/01/029,EKIUWA - EDOH PRIMARY SCHOOL,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,030,12/11/01/030,OPEN SPACE IN FRONT OF NSCDC  I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,031,12/11/01/031,OPEN SPACE IN FRONT OF NSCDC II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,032,12/11/01/032,OPEN SPACE INFRONT OF IMMIGRATION ZONE G I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,033,12/11/01/033,OPEN SPACE INFRONT OF IMMIGRATION ZONE G II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,034,12/11/01/034,OPEN SPACE IN FRONT OF EDO COMMAND,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,035,12/11/01/035,OPEN SPACE IN FRONT OF IMMIGRATION OFFICE,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,036,12/11/01/036,OPEN SPACE IN FRONT OF OUR SAVIOUR MILITARY CHURCH OPPISITE N.C.C,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,037,12/11/01/037,OPEN SPACE TEBOGA MARKET BY JESUS THE LIVING WORD MINISTRIES.,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,038,12/11/01/038,OPEN SPACE NABTEB,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,039,12/11/01/039,OPEN SPACE BESIDE PRECIOUS PRINCE AND PRINCESS SCHOOL I.,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,040,12/11/01/040,OPEN SPACE BESIDE PRECIOUS PRINCE AND PRINCESS SCHOOL II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,041,12/11/01/041,UTEH COMMUNITY SECRETARIAT I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,042,12/11/01/042,UTEH COMMUNITY SECRETARIAT II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,043,12/11/01/043,OPEN SPACE FED MORTGAGE I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,044,12/11/01/044,OPEN SPACE FED MORTGAGE II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,045,12/11/01/045,OPEN SPACE FED MORTGAGE  III,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,046,12/11/01/046,OPEN SPACE IN FRONT OF ST PATRICK CHURCH I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,047,12/11/01/047,OPEN SPACE IN FRONT OF ST PATRICK CHURCH II.,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,048,12/11/01/048,"OPEN SPACE BESIDE ST PATRICK CATHOLIC CHURCH III,LUCKY WAY",Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,049,12/11/01/049,"WIDOWS QUARTER I,FEDERAL HOUSING ESTATE,IWOGBAN",Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,050,12/11/01/050,"WIDOWS QUARTER II,FEDERAL HOUSING ESTATE,IWOGBAN",Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,051,12/11/01/051,OPEN SPACE IN FRONT OF CORPERS LODGE,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,052,12/11/01/052,OPEN SPACE ST PATRICK CHURCH,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,053,12/11/01/053,OPEN SPACE FRONT OF ST JUDE CATHOLIC CHURCH I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,054,12/11/01/054,OPEN SPACE FRONT OF ST JUDE CATHOLIC CHURCH II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,055,12/11/01/055,"HENSON DEMONSTRATION SCHOOL I,",Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,056,12/11/01/056,HENSON DEMONSTRATION SCHOOL II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,057,12/11/01/057,OPEN SPACE OGIEOBA STREET BY IYOBOR JUNCTION,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,058,12/11/01/058,OPEN SPACE BY AGHO STREET JUNCTION OFF UPPER MISSION EXT.,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,059,12/11/01/059,UTEH SECONDARY SCHOOL I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,060,12/11/01/060,UTEH SECONDARY SCHOOL II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,061,12/11/01/061,"OPEN SPACE IN FRONT OF MAO UNIQUE GROUP OF SCHOOL,OFF LUCKY WAY",Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,062,12/11/01/062,EDOH PRIMARY SCHOOL I,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,063,12/11/01/063,EDOH PRIMARY SCHOOL II,Iwogban/Uteh,Ikpoba-Okha
EDO,11,01,12,11,01,000,12/11/01/000,12/11/01/000,Iwogban/Uteh,Ikpoba-Okha
EDO,11,02,12,11,02,001,12/11/02/001,OGISO - SHAKA POLYTECHNIC I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,002,12/11/02/002,OGISO - SHAKA POLYTECHNIC II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,003,12/11/02/003,OGISO - SHAKA POLYTECHNIC III,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,004,12/11/02/004,OGISO - SHAKA POLYTECHNIC IV,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,005,12/11/02/005,EDOKPOLOR FAC - OLOH MOTORS I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,006,12/11/02/006,EDOKPOLOR FAC - OLOH MOTORS II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,007,12/11/02/007,OREGBENI QUARTERS - OGBENI PRY. SCHOOL I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,008,12/11/02/008,OREGBENI QUARTERS - OGBENI PRY. SCHOOL II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,009,12/11/02/009,OREGBENI QUARTERS - OGBENI PRY. SCHOOL III,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,010,12/11/02/010,OREGBENI QUARTERS - OGBENI PRY. SCHOOL I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,011,12/11/02/011,OREGBENI QUARTERS - OGBENI PRY. SCHOOL II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,012,12/11/02/012,OREGBENI MARKET - OGBENI PRIMARY SCHOOL I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,013,12/11/02/013,OREGBENI MARKET - OGBENI PRIMARY SCHOOL II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,014,12/11/02/014,OREGBENI MARKET - OGBENI PRIMARY SCHOOL III,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,015,12/11/02/015,OREGBENI MARKET - OGBENI PRIMARY SCHOOL IV,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,016,12/11/02/016,OREGBENI MARKET - OGBENI PRIMARY SCHOOL V,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,017,12/11/02/017,OREGBENI - WESTERN BOYS HIGH SCHOOL I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,018,12/11/02/018,OREGBENI - WESTERN BOYS HIGH SCHOOL II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,019,12/11/02/019,OREGBENI - WESTERN BOYS HIGH SCHOOL III,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,020,12/11/02/020,OREGBENI - WESTERN BOYS HIGH SCHOOL IV,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,021,12/11/02/021,OREGBENI - WESTERN BOYS HIGH SCHOOL V,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,022,12/11/02/022,OREGBENI - WESTERN BOYS HIGH SCHOOL VI,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,023,12/11/02/023,OREGBENI - WESTERN BOYS HIGH SCHOOL VII,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,024,12/11/02/024,OREGBENI - WESTERN BOYS HIGH SCHOOL VIII,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,025,12/11/02/025,OREGBENI - WESTERN BOYS HIGH SCHOOL IX,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,026,12/11/02/026,OREGBENI - WESTERN BOYS HIGH SCHOOL X,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,027,12/11/02/027,RAMAT PARK - RAMART  PARK I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,028,12/11/02/028,RAMAT PARK - RAMART  PARK II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,029,12/11/02/029,OREGBENI - OREGBENI NUR./PRIMARY SCHOOL I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,030,12/11/02/030,OREGBENI - OREGBENI NUR./PRIMARY SCHOOL II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,031,12/11/02/031,OREGBENI - OREGBENI NUR./PRIMARY SCHOOL III,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,032,12/11/02/032,OREGBENI - OREGBENI NUR./PRIMARY SCHOOL IV,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,033,12/11/02/033,OREGBENI - OREGBENI NUR./PRIMARY SCHOOL V,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,034,12/11/02/034,OREGBENI - OREGBENI NUR./PRIMARY SCHOOL VI,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,035,12/11/02/035,OREGBENI - WESTERN BOYS HIGH SCHOOL I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,036,12/11/02/036,OREGBENI - WESTERN BOYS HIGH SCHOOL II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,037,12/11/02/037,OREGBENI - WESTERN BOYS HIGH SCHOOL III,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,038,12/11/02/038,EDOKPOLOR - OLOH MOTORS,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,039,12/11/02/039,OPEN SPACE THE EVER LIVING CHURCH I OGISO QUARTER,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,040,12/11/02/040,OPEN SPACE THE EVER LIVING CHURCH II OGISO QUARTER,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,041,12/11/02/041,"OPEN SPACE BESIDE- SPIRIT AND LIFE FAMILY BIBLE CHURCH I, IKPOBA SLOPE",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,042,12/11/02/042,OPEN SPACE BESIDE- SPIRIT AND LIFE FAMILY BIBLE CHURCH II  IKPOBA SLOPE,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,043,12/11/02/043,"PIONEER EDUCATION CENTER I, JEMILA",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,044,12/11/02/044,"PIONEER EDUCATION CENTER II, JEMILA",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,045,12/11/02/045,"PIONEER EDUCATION CENTER III, JEMILA",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,046,12/11/02/046,"ST CAROL SCHOOL I, OREGBENI",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,047,12/11/02/047,"ST CAROL SCHOOL II, OREGBENI",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,048,12/11/02/048,"ST CAROL SCHOOL III, OREGBENI",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,049,12/11/02/049,"ST CAROL SCHOOL IV, OREGBENI",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,050,12/11/02/050,INSIDE RAMAT PARK IV,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,051,12/11/02/051,WESTERN BOYS HIGH SCHOOL XI,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,052,12/11/02/052,OPEN SPACE BY GLOVIC GROUP OF SCHOOL I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,053,12/11/02/053,OPEN SPACE BY GLOVIC GROUP OF SCHOOL II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,054,12/11/02/054,OPEN SPACE BY GLOVIC GROUP OF SCHOOL III,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,055,12/11/02/055,OPEN SPACE- ORGEBENI HOUSING ESTATE FIELD I BY OREGBENI POLICE STATION ROAD,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,056,12/11/02/056,OPEN SPACE- ORGEBENI HOUSING ESTATE FIELD II BY OREGBENI POLICE STATION ROAD,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,057,12/11/02/057,OPEN SPACE BESIDE BUVEL OIL I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,058,12/11/02/058,OPEN SPACE BESIDE BUVEL OIL II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,059,12/11/02/059,OPEN SPACE- FRONT OF MENTUS  PHARMACY I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,060,12/11/02/060,OPEN SPACE - FRONT OF MENTUS PHARMACY II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,061,12/11/02/061,WESTERN BOYS HIGH SCHOOL XII,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,062,12/11/02/062,WESTERN BOYS HIGH SCHOOL XIII,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,063,12/11/02/063,"OPEN SPACE BESIDE KOJO MOTORS, BENIN AGBOR ROAD",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,064,12/11/02/064,"OPEN SPACE BY ASSEMBLIES OF GOD CHURCH, LGBO QUARTERS I, OREGBENI HOUSING ESTATE",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,065,12/11/02/065,"OPEN SPACE BY ASSEMBLIES OF GOD CHURCH, IGBO QUARTERS II, OREGBENI HOUSING ESTATE",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,066,12/11/02/066,"OPEN SPACE BY ASSEMBLIES OF GOD CHURCH, IGBO QUARTERS III OREGBENI HOUSING ESTATE",Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,067,12/11/02/067,NATIONAL TEACHER INSTITUTE KADUNA I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,068,12/11/02/068,NATIONAL TEACHER INSTITUTE KADUNA II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,069,12/11/02/069,INSIDE RAMAT PARK I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,070,12/11/02/070,INSIDE RAMAT PARK II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,071,12/11/02/071,INSIDE RAMAT PARK III,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,072,12/11/02/072,NECO EDO STATE OFFICE I,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,073,12/11/02/073,NECO EDO STATE OFFICE II,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,074,12/11/02/074,NECO EDO STATE OFFICE III,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,075,12/11/02/075,WESTERN BOYS HIGH SCHOOL XIV,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,076,12/11/02/076,WESTERN BOYS HIGH SCHOOL XV,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,077,12/11/02/077,OPEN SPACE - TIPPER GARAGE ALONG IKPOBA SLOPE,Oregbeni,Ikpoba-Okha
EDO,11,02,12,11,02,000,12/11/02/000,12/11/02/000,Oregbeni,Ikpoba-Okha
EDO,11,03,12,11,03,001,12/11/03/001,OGBESON - QUEEN EDE SCHOOL I,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,002,12/11/03/002,OGBESON - QUEEN EDE SCHOOL II,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,003,12/11/03/003,OGBESON - QUEEN EDE SCHOOL III,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,004,12/11/03/004,OGBESON - QUEEN EDE SCHOOL IV,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,005,12/11/03/005,OGBESON - QUEEN EDE SCHOOL V,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,006,12/11/03/006,OGBESON - QUEEN EDE SCHOOL VI,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,007,12/11/03/007,OGBESON - OGBESON TOWN HALL I,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,008,12/11/03/008,OGBESON - OGBESON TOWN HALL II,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,009,12/11/03/009,OGBESON OGBESON HEALTH CENTRE,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,010,12/11/03/010,OGBESON - ERESOYEN  PRIMARY SCHOOL I,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,011,12/11/03/011,OGBESON - ERESOYEN PRIMARY SCHOOL II,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,012,12/11/03/012,OGBESON - ERESOYEN PRIMARY SCHOOL III,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,013,12/11/03/013,OGBESON - ERESOYEN PRIMARY SCHOOL IV,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,014,12/11/03/014,OHOVBE - OHOVBE TOWN HALL I,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,015,12/11/03/015,OHOVBE - OHOVBE TOWN HALL II,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,016,12/11/03/016,OHOVBE - OHOVBE TOWN HALL III,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,017,12/11/03/017,OHOVBE - OHOVBE TOWN HALL IV,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,018,12/11/03/018,"OHOVBE, OHOVBE TOWN HALL V",Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,019,12/11/03/019,"OHOVBE, OHOVBE TOWN HALL VI",Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,020,12/11/03/020,"OHOVBE, OHOVBE TOWN HALL VII",Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,021,12/11/03/021,AMUFI PRY SCH.AMUFI (OHOVBE TOWN HALL VIII),Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,022,12/11/03/022,OPEN SPACE- ST THOMAS AQUINAS CATHOLIC CHURCH. I,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,023,12/11/03/023,"OPEN SPACE ST THOMAS AQUINAS CATHOLIC CHURCH, II",Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,024,12/11/03/024,OPEN SPACE -LIGHT OF THE WORLD BIBLE CHURCH,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,025,12/11/03/025,OPEN FIELD BEFORE QUEEN EDE SEC SCHOOL I,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,026,12/11/03/026,OPEN FIELD BEFORE QUEEN EDE SEC SCHOOL II,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,027,12/11/03/027,OPEN FIELD BEFORE QUEEN EDE SEC SCHOOL III,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,028,12/11/03/028,OPEN FIELD BEFORE QUEEN EDE SEC SCHOOL IV,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,029,12/11/03/029,OPEN SPACE POGAH JUNCTION I,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,030,12/11/03/030,OPEN SPACE POGAH JUNCTION II,Ogbeson,Ikpoba-Okha
EDO,11,03,12,11,03,031,12/11/03/031,OGBESON HEALTH CENTER II,Ogbeson,Ikpoba-Okha
